CódigoTransação,DataVenda,Mes,Produto,Status,FormaPagamento,Parcelas,ValorParcela,ValorVenda,ValorComissão,ValorTotalVenda,TipoCheckout,Vendedor
PPCPMTB5DEO099,2024-02-07 15:00:51,2024-02,Produto principal,Expirado,Pix,1,47.0,47.0,43.7,"47,00",default,Produtor
PPCPMTB5DEO43I,2024-02-07 15:20:25,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEO43C,2024-02-07 15:20:25,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEO48G,2024-02-07 15:21:29,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEO51L,2024-02-07 15:25:07,2024-02,Produto principal,Expirado,Pix,1,47.0,47.0,43.7,"47,00",default,Produtor
PPCPMTB5DEO5ON,2024-02-07 15:29:55,2024-02,Produto principal,Aprovado,Pix,1,47.0,47.0,43.7,"47,00",default,Produtor
PPCPMTB5DEO5P0,2024-02-07 15:29:55,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEO5P5,2024-02-07 15:29:56,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEO61G,2024-02-07 15:30:31,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEO670,2024-02-07 15:31:34,2024-02,Produto principal,Aprovado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEO6E2,2024-02-07 15:32:57,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEO907,2024-02-07 15:46:38,2024-02,Produto principal,Cancelado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEO94N,2024-02-07 15:47:40,2024-02,Produto principal,Expirado,Pix,1,47.0,47.0,43.7,"47,00",default,Produtor
PPCPMTB5DEO954,2024-02-07 15:47:41,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEO9A8,2024-02-07 15:48:46,2024-02,Produto principal,Expirado,Pix,1,47.0,47.0,43.7,"47,00",default,Produtor
PPCPMTB5DEO9GE,2024-02-07 15:50:14,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEO9GN,2024-02-07 15:50:14,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOA55,2024-02-07 15:53:03,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOA58,2024-02-07 15:53:04,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOA5B,2024-02-07 15:53:05,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOAOP,2024-02-07 15:57:31,2024-02,Produto principal,Aprovado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOAP1,2024-02-07 15:57:34,2024-02,Order bump 2,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOC79,2024-02-07 16:05:17,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DEOC7E,2024-02-07 16:05:17,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOCHL,2024-02-07 16:07:27,2024-02,Produto principal,Expirado,Pix,1,47.0,47.0,43.7,"47,00",default,Produtor
PPCPMTB5DEOCNN,2024-02-07 16:08:47,2024-02,Produto principal,Aprovado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DEOCO5,2024-02-07 16:08:48,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOD6H,2024-02-07 16:10:31,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOE0K,2024-02-07 16:15:18,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOE5P,2024-02-07 16:16:30,2024-02,Produto principal,Rejeitado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOFE5,2024-02-07 16:25:13,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOFE8,2024-02-07 16:25:13,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOFEB,2024-02-07 16:25:14,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOHHK,2024-02-07 16:38:45,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DEOHKH,2024-02-07 16:39:28,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOHKM,2024-02-07 16:39:28,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOHKP,2024-02-07 16:39:29,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOI17,2024-02-07 16:41:04,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOI1F,2024-02-07 16:41:04,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOJ6J,2024-02-07 16:48:53,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOJ6O,2024-02-07 16:48:54,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOJ6M,2024-02-07 16:48:54,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOJMN,2024-02-07 16:53:09,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOKA6,2024-02-07 16:56:26,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOKAC,2024-02-07 16:56:27,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOKAF,2024-02-07 16:56:27,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOKFE,2024-02-07 16:57:45,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOKOK,2024-02-07 17:00:17,2024-02,Produto principal,Aprovado,Pix,1,47.0,47.0,43.7,"47,00",default,Produtor
PPCPMTB5DEON2G,2024-02-07 17:14:43,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOONB,2024-02-07 17:28:18,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOONL,2024-02-07 17:28:18,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOP74,2024-02-07 17:31:06,2024-02,Produto principal,Expirado,Pix,1,47.0,47.0,43.7,"47,00",default,Produtor
PPCPMTB5DEOP9N,2024-02-07 17:31:56,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOPA4,2024-02-07 17:31:57,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOPA6,2024-02-07 17:31:57,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEOPLO,2024-02-07 17:35:19,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEOPPB,2024-02-07 17:36:11,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP020,2024-02-07 17:36:54,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP026,2024-02-07 17:36:55,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEP025,2024-02-07 17:36:55,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEP0A3,2024-02-07 17:39:04,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEP09N,2024-02-07 17:39:04,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP0A7,2024-02-07 17:39:08,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP0AA,2024-02-07 17:39:09,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEP123,2024-02-07 17:43:49,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP1HG,2024-02-07 17:47:56,2024-02,Produto principal,Aprovado,Pix,1,47.0,47.0,43.7,"47,00",default,Produtor
PPCPMTB5DEP1JD,2024-02-07 17:48:27,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEP1JB,2024-02-07 17:48:27,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP1JG,2024-02-07 17:48:28,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEP30D,2024-02-07 17:57:23,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP46A,2024-02-07 18:05:01,2024-02,Produto principal,Devolvida,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DEP474,2024-02-07 18:05:25,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP478,2024-02-07 18:05:26,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEP476,2024-02-07 18:05:26,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEP4GK,2024-02-07 18:07:48,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP4J6,2024-02-07 18:08:28,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP72J,2024-02-07 18:23:36,2024-02,Produto principal,Aprovado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DEP7LD,2024-02-07 18:28:04,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP815,2024-02-07 18:29:26,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEP866,2024-02-07 18:30:39,2024-02,Produto principal,Expirado,Pix,1,27.0,27.0,24.68,"27,00",default,Produtor
PPCPMTB5DEP94L,2024-02-07 18:36:40,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPA4F,2024-02-07 18:43:35,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPA4C,2024-02-07 18:43:35,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPA5L,2024-02-07 18:43:53,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPA62,2024-02-07 18:43:57,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPB5G,2024-02-07 18:50:39,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPB9G,2024-02-07 18:51:32,2024-02,Produto principal,Aprovado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPBAA,2024-02-07 18:51:39,2024-02,Order bump 1,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPBO7,2024-02-07 18:54:30,2024-02,Produto principal,Aprovado,Pix,1,0.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DEPBPD,2024-02-07 18:54:47,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPBP7,2024-02-07 18:54:47,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPBPE,2024-02-07 18:54:48,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPC2M,2024-02-07 18:55:31,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPC2B,2024-02-07 18:55:31,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPCCE,2024-02-07 18:57:45,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPCCI,2024-02-07 18:57:46,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPCCJ,2024-02-07 18:57:46,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPCKD,2024-02-07 18:59:49,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPCKJ,2024-02-07 18:59:49,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPDG6,2024-02-07 19:04:52,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPDMK,2024-02-07 19:06:19,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPDN4,2024-02-07 19:06:20,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPE61,2024-02-07 19:08:29,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPELH,2024-02-07 19:12:18,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPF62,2024-02-07 19:15:21,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPF67,2024-02-07 19:15:21,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPF7B,2024-02-07 19:15:47,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPJC1,2024-02-07 19:41:07,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPJC9,2024-02-07 19:41:08,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPJC6,2024-02-07 19:41:08,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPJJC,2024-02-07 19:42:44,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPJJ7,2024-02-07 19:42:44,2024-02,Produto principal,Expirado,Pix,1,47.0,47.0,43.7,"47,00",default,Produtor
PPCPMTB5DEPKA7,2024-02-07 19:47:09,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPM2B,2024-02-07 19:57:57,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPN5N,2024-02-07 20:03:33,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPN64,2024-02-07 20:03:34,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPN66,2024-02-07 20:03:34,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPOF5,2024-02-07 20:10:52,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPOFC,2024-02-07 20:10:52,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPPO3,2024-02-07 20:18:43,2024-02,Produto principal,Aprovado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DEPPOE,2024-02-07 20:18:51,2024-02,Order bump 1,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DEPPP8,2024-02-07 20:18:51,2024-02,Order bump 2,Rejeitado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF00DK,2024-02-07 20:22:30,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF01GI,2024-02-07 20:29:07,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF01HE,2024-02-07 20:29:20,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF01HO,2024-02-07 20:29:21,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF01HJ,2024-02-07 20:29:21,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF031C,2024-02-07 20:37:41,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF03N3,2024-02-07 20:42:50,2024-02,Produto principal,Devolvida,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0466,2024-02-07 20:44:52,2024-02,Produto principal,Rejeitado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF04MG,2024-02-07 20:48:25,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF06FD,2024-02-07 20:57:22,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF06FH,2024-02-07 20:57:23,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF06I0,2024-02-07 20:57:53,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF06I3,2024-02-07 20:57:54,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF06I5,2024-02-07 20:57:55,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF08LB,2024-02-07 21:09:32,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF094O,2024-02-07 21:11:42,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0AOE,2024-02-07 21:22:05,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0AOH,2024-02-07 21:22:06,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0AOK,2024-02-07 21:22:06,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0B0J,2024-02-07 21:22:31,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0B95,2024-02-07 21:24:21,2024-02,Produto principal,Aprovado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0BNP,2024-02-07 21:27:47,2024-02,Produto principal,Aprovado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0BOJ,2024-02-07 21:27:54,2024-02,Order bump 2,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0CKF,2024-02-07 21:32:34,2024-02,Produto principal,Rejeitado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0COO,2024-02-07 21:33:26,2024-02,Produto principal,Aprovado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DF0D40,2024-02-07 21:34:40,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0D41,2024-02-07 21:34:41,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0DMO,2024-02-07 21:38:45,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0DNA,2024-02-07 21:38:53,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0DND,2024-02-07 21:38:54,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0DO1,2024-02-07 21:39:00,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0EE5,2024-02-07 21:42:58,2024-02,Produto principal,Rejeitado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0EE4,2024-02-07 21:42:58,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0EE7,2024-02-07 21:42:59,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0EM0,2024-02-07 21:44:46,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0EM3,2024-02-07 21:44:47,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0EN7,2024-02-07 21:45:03,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0EN9,2024-02-07 21:45:04,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0F2O,2024-02-07 21:46:14,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0F2J,2024-02-07 21:46:14,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0F5A,2024-02-07 21:46:42,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0F52,2024-02-07 21:46:42,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0F5C,2024-02-07 21:46:43,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0FIL,2024-02-07 21:49:42,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0FJF,2024-02-07 21:49:43,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0FMB,2024-02-07 21:50:18,2024-02,Produto principal,Expirado,Pix,1,0.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0GD9,2024-02-07 21:53:54,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DF0GFM,2024-02-07 21:54:28,2024-02,Produto principal,Aprovado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0GG9,2024-02-07 21:54:29,2024-02,Order bump 1,Cancelado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0GM1,2024-02-07 21:55:44,2024-02,Produto principal,Devolvida,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0H6O,2024-02-07 21:58:20,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0H6L,2024-02-07 21:58:20,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0HPP,2024-02-07 22:02:37,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0I03,2024-02-07 22:02:38,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DF0I34,2024-02-07 22:03:24,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0IM5,2024-02-07 22:07:45,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0IME,2024-02-07 22:07:51,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0K8E,2024-02-07 22:18:12,2024-02,Produto principal,Rejeitado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0KNF,2024-02-07 22:21:53,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DF0KNH,2024-02-07 22:21:57,2024-02,Produto principal,Aprovado,Cartão de Crédito,1,67.0,67.0,62.72,"67,00",default,Produtor
